,0,1,2,3,4,5,6,7,8,9
0,l1 mens pant,none,none,none,none,none,none,sample size large / xs-xxl,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,l1-205-18,none,none,date created:,none,2017-03-13 00:00:00,none,none
3,style name:,none,slim chino,none,none,date revised:,none,2017-04-04 00:00:00,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,l1-203-16 slim chino paper pattern,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,slim chino,none,none
6,insulation:,none,non insulated,none,none,target fob:,none,36,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,black,gunmetal,ink,soil,none,none
10,calvary stretch twill,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr,a,100% polyester,black,gunmetal,ink,soil,none,none
11,leather,please source,suppler? can you source same quality as other faux leather trims,100% leather,black faux leather,black faux leather,black faux leather,black faux leather,none,none
13,insulation,supplier/ reference number,location ,content,black,gunmetal,ink,soil,0,0
14,non insulated,none,none,none,none,none,none,none,none,none
17,seam tape,supplier/ reference number,location ,content,black,gunmetal,ink,soil,0,0
18,seam tape,tsgs ,critically taped,none,critically taped,critically taped,critically taped,critically taped,none,none
20,lining,supplier/ reference number,location ,content,black,gunmetal,ink,soil,0,0
21,solid 210t ,regular mesh,1606b02 (als-16038),100% polyester,black,black,black,black,none,none
22,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,black,black,black,black,none,none
23,solid coated 210t,solis / sonp006-pu03,lower leg & gaiter,100% nylon,black,black,black,black,none,none
24,brushed tricot,supplier / ref code,"waistband, fly, hand pocket bags",100% polyester,black,black,black,black,none,none
26,shell fabric ,supplier/ reference number,location ,content,black,gunmetal,ink,soil,0,0
27,on coated 210t,please source ,lower leg front and back,none,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,none,none
